Incidente;Cidade;NODE;ME3 Participação Cons;ME3 Evento Cidade;Sistema;Rede Rev.;Incidente.1;Data Inicio;Data Fechamento;Soma de PeriodoNovo;Soma de Ativos Afetados Rev.;Soma de Ativos Cidade;Sintoma;Parte Rede;Cidade.1;UF;Vol Ligações;Solução Rev.
INM00000723113;PORTO ALEGRE - CABO;RBTALB;0,02;0,09;SGO;HFC;INM00000723113;01/05/2025 01:00;01/05/2025 09:55;535;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CABO COAXIAL - VANDALISMO
INM00000723132;SAO LEOPOLDO - CABO;SAN01A;0,14;5,29;SGO;HFC;INM00000723132;01/05/2025 01:59;01/05/2025 14:10;731;4;553;Sem Sinal;FIBRA ÓPTICA;SAO LEOPOLDO;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000723132;SAO LEOPOLDO - CABO;SDU03A;0,14;5,29;SGO;HFC;INM00000723132;01/05/2025 01:59;01/05/2025 14:10;731;4;553;Sem Sinal;FIBRA ÓPTICA;SAO LEOPOLDO;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000723140;SAO LEOPOLDO - CABO;STE03A;0,07;2,91;SGO;HFC;INM00000723140;01/05/2025 02:11;01/05/2025 02:35;24;67;553;Sem Sinal;FIBRA ÓPTICA;SAO LEOPOLDO;RS;;CABO OPTICA - MELHORIA DE REDE
INM00000723140;SAO LEOPOLDO - CABO;STE03B;0,07;2,91;SGO;HFC;INM00000723140;01/05/2025 02:11;01/05/2025 02:35;24;67;553;Sem Sinal;FIBRA ÓPTICA;SAO LEOPOLDO;RS;;CABO OPTICA - MELHORIA DE REDE
INM00000723140;SAO LEOPOLDO - CABO;STE05A;0,07;2,91;SGO;HFC;INM00000723140;01/05/2025 02:11;01/05/2025 02:35;24;67;553;Sem Sinal;FIBRA ÓPTICA;SAO LEOPOLDO;RS;;CABO OPTICA - MELHORIA DE REDE
INM00000723140;SAO LEOPOLDO - CABO;STE05B;0,07;2,91;SGO;HFC;INM00000723140;01/05/2025 02:11;01/05/2025 02:35;24;67;553;Sem Sinal;FIBRA ÓPTICA;SAO LEOPOLDO;RS;;CABO OPTICA - MELHORIA DE REDE
INM00000723140;SAO LEOPOLDO - CABO;STE07A;0,07;2,91;SGO;HFC;INM00000723140;01/05/2025 02:11;01/05/2025 02:35;24;67;553;Sem Sinal;FIBRA ÓPTICA;SAO LEOPOLDO;RS;;CABO OPTICA - MELHORIA DE REDE
INM00000723140;SAO LEOPOLDO - CABO;STE07B;0,07;2,91;SGO;HFC;INM00000723140;01/05/2025 02:11;01/05/2025 02:35;24;67;553;Sem Sinal;FIBRA ÓPTICA;SAO LEOPOLDO;RS;;CABO OPTICA - MELHORIA DE REDE
INM00000723140;SAO LEOPOLDO - CABO;STE08A;0,07;2,91;SGO;HFC;INM00000723140;01/05/2025 02:11;01/05/2025 02:35;24;67;553;Sem Sinal;FIBRA ÓPTICA;SAO LEOPOLDO;RS;;CABO OPTICA - MELHORIA DE REDE
INM00000723140;SAO LEOPOLDO - CABO;STE08B;0,07;2,91;SGO;HFC;INM00000723140;01/05/2025 02:11;01/05/2025 02:35;24;67;553;Sem Sinal;FIBRA ÓPTICA;SAO LEOPOLDO;RS;;CABO OPTICA - MELHORIA DE REDE
INM00000723140;SAO LEOPOLDO - CABO;STE09A;0,07;2,91;SGO;HFC;INM00000723140;01/05/2025 02:11;01/05/2025 02:35;24;67;553;Sem Sinal;FIBRA ÓPTICA;SAO LEOPOLDO;RS;;CABO OPTICA - MELHORIA DE REDE
INM00000723140;SAO LEOPOLDO - CABO;STE09B;0,07;2,91;SGO;HFC;INM00000723140;01/05/2025 02:11;01/05/2025 02:35;24;67;553;Sem Sinal;FIBRA ÓPTICA;SAO LEOPOLDO;RS;;CABO OPTICA - MELHORIA DE REDE
INM00000723140;SAO LEOPOLDO - CABO;STE10A;0,07;2,91;SGO;HFC;INM00000723140;01/05/2025 02:11;01/05/2025 02:35;24;67;553;Sem Sinal;FIBRA ÓPTICA;SAO LEOPOLDO;RS;;CABO OPTICA - MELHORIA DE REDE
INM00000723140;SAO LEOPOLDO - CABO;STE10B;0,07;2,91;SGO;HFC;INM00000723140;01/05/2025 02:11;01/05/2025 02:35;24;67;553;Sem Sinal;FIBRA ÓPTICA;SAO LEOPOLDO;RS;;CABO OPTICA - MELHORIA DE REDE
INM00000723140;SAO LEOPOLDO - CABO;STE12A;0,07;2,91;SGO;HFC;INM00000723140;01/05/2025 02:11;01/05/2025 02:35;24;67;553;Sem Sinal;FIBRA ÓPTICA;SAO LEOPOLDO;RS;;CABO OPTICA - MELHORIA DE REDE
INM00000723140;SAO LEOPOLDO - CABO;STE12B;0,07;2,91;SGO;HFC;INM00000723140;01/05/2025 02:11;01/05/2025 02:35;24;67;553;Sem Sinal;FIBRA ÓPTICA;SAO LEOPOLDO;RS;;CABO OPTICA - MELHORIA DE REDE
INM00000723140;SAO LEOPOLDO - CABO;STE13A;0,07;2,91;SGO;HFC;INM00000723140;01/05/2025 02:11;01/05/2025 02:35;24;67;553;Sem Sinal;FIBRA ÓPTICA;SAO LEOPOLDO;RS;;CABO OPTICA - MELHORIA DE REDE
INM00000723140;SAO LEOPOLDO - CABO;STE13B;0,07;2,91;SGO;HFC;INM00000723140;01/05/2025 02:11;01/05/2025 02:35;24;67;553;Sem Sinal;FIBRA ÓPTICA;SAO LEOPOLDO;RS;;CABO OPTICA - MELHORIA DE REDE
INM00000723372;PORTO ALEGRE - CABO;RBRAEA;0,01;0,05;SGO;HFC;INM00000723372;01/05/2025 08:42;01/05/2025 09:23;41;7;5805;Sem Sinal;FONTE;PORTO ALEGRE;RS;;QUEDA DE ENERGIA  - ACIONADO GERADOR
INM00000723451;CANOAS;NSG04A;0,02;0,41;SGO;HFC;INM00000723451;01/05/2025 09:23;01/05/2025 16:31;428;1;1037;Sem Sinal;FIBRA ÓPTICA;CANOAS;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000723451;CANOAS;NSG08;0,02;0,41;SGO;HFC;INM00000723451;01/05/2025 09:23;01/05/2025 16:31;428;1;1037;Sem Sinal;FIBRA ÓPTICA;CANOAS;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000723451;CANOAS;NSG08A;0,02;0,41;SGO;HFC;INM00000723451;01/05/2025 09:23;01/05/2025 16:31;428;1;1037;Sem Sinal;FIBRA ÓPTICA;CANOAS;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000723468;SANTA MARIA;CNTAA;0,08;1,53;SGO;HFC;INM00000723468;01/05/2025 09:32;01/05/2025 12:30;178;10;1162;Sem Sinal;FIBRA ÓPTICA;SANTA MARIA;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000723791;SANTA MARIA;CNTAA-;0,04;0,67;SGO;HFC;INM00000723791;01/05/2025 12:24;01/05/2025 13:20;56;14;1162;Sem Sinal;COAXIAL;SANTA MARIA;RS;;ATIVO PERFORMANCE
INM00000723791;SANTA MARIA;CNTAC;0,04;0,67;SGO;HFC;INM00000723791;01/05/2025 12:24;01/05/2025 13:20;56;14;1162;Sem Sinal;COAXIAL;SANTA MARIA;RS;;ATIVO PERFORMANCE
INM00000723828;BENTO GONCALVES;SRQAD;0,02;1,16;SGO;HFC;INM00000723828;01/05/2025 12:52;01/05/2025 13:57;65;8;448;Sem Sinal;FONTE;BENTO GONCALVES;RS;;BANCO DE BATERIA - AUTONOMIA
INM00000723973;GRAVATAI;ALP01A;0,07;4,59;SGO;HFC;INM00000723973;01/05/2025 14:15;01/05/2025 15:23;68;22;326;Sem Sinal;FIBRA ÓPTICA;GRAVATAI;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000723973;GRAVATAI;ALP01B;0,07;4,59;SGO;HFC;INM00000723973;01/05/2025 14:15;01/05/2025 15:23;68;22;326;Sem Sinal;FIBRA ÓPTICA;GRAVATAI;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000724010;URUGUAIANA;C;0,67;45,42;SGO;HFC;INM00000724010;01/05/2025 14:37;02/05/2025 09:01;1104;13;316;Sem Sinal;COAXIAL;URUGUAIANA;RS;;CURTO NA REDE
INM00000724083;PORTO ALEGRE - CABO;RBRAEA;0,02;0,09;SGO;HFC;INM00000724083;01/05/2025 15:18;01/05/2025 23:38;500;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CONEXAO DANIFICADA
INM00000724157;PORTO ALEGRE - CABO;AZNAEA;0,01;0,05;SGO;HFC;INM00000724157;01/05/2025 16:11;01/05/2025 17:40;89;3;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;FUSIVEL
INM00000724157;PORTO ALEGRE - CABO;AZNAEB;0,01;0,05;SGO;HFC;INM00000724157;01/05/2025 16:11;01/05/2025 17:40;89;3;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;FUSIVEL
INM00000724157;PORTO ALEGRE - CABO;AZNAEC;0,01;0,05;SGO;HFC;INM00000724157;01/05/2025 16:11;01/05/2025 17:40;89;3;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;FUSIVEL
INM00000724241;CANOAS;CNT10A;0;0,08;SGO;HFC;INM00000724241;01/05/2025 17:11;01/05/2025 18:39;88;1;1037;Sem Sinal;COAXIAL;CANOAS;RS;;ATIVO PERFORMANCE
INM00000724349;SANTA MARIA;CMBAK;0;0,07;SGO;HFC;INM00000724349;01/05/2025 18:39;01/05/2025 20:00;81;1;1162;Sem Sinal;COAXIAL;SANTA MARIA;RS;;PASSIVO COM AGUA
INM00000725512;PORTO ALEGRE - CABO;SRDAA;0,02;0,08;SGO;HFC;INM00000725512;02/05/2025 10:46;02/05/2025 11:35;49;9;5805;Sem Sinal;FONTE;PORTO ALEGRE;RS;;QUEDA DE ENERGIA  - ACIONADO GERADOR
INM00000725506;PORTO ALEGRE - CABO;SANAG;0;0;SGO;HFC;INM00000725506;02/05/2025 10:47;02/05/2025 15:20;273;0;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CONEXAO DANIFICADA
INM00000725782;PELOTAS;TRVAB;0,02;0,23;SGO;HFC;INM00000725782;02/05/2025 12:08;02/05/2025 13:06;58;7;1792;Sem Sinal;COAXIAL;PELOTAS;RS;;FUSIVEL
INM00000725801;CAPAO DA CANOA;XNLAC;0;0,06;SGO;HFC;INM00000725801;02/05/2025 12:18;02/05/2025 13:00;42;1;752;Sem Sinal;COAXIAL;CAPAO DA CANOA;RS;;ATIVO QUEIMADO
INM00000725847;PORTO ALEGRE - CABO;PRTAC;0,01;0,04;SGO;HFC;INM00000725847;02/05/2025 12:29;02/05/2025 16:37;248;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CABO COAXIAL - CARGA ALTA
INM00000725902;PORTO ALEGRE - CABO;VJDAFB;0,01;0,04;SGO;HFC;INM00000725902;02/05/2025 12:52;02/05/2025 15:00;128;2;5805;Sem Sinal;FONTE;PORTO ALEGRE;RS;;QUEDA DE ENERGIA  - ACIONADO GERADOR
INM00000725902;PORTO ALEGRE - CABO;VJDAH;0,01;0,04;SGO;HFC;INM00000725902;02/05/2025 12:52;02/05/2025 15:00;128;2;5805;Sem Sinal;FONTE;PORTO ALEGRE;RS;;QUEDA DE ENERGIA  - ACIONADO GERADOR
INM00000726042;PORTO ALEGRE - CABO;AZNAAA;0,01;0,04;SGO;HFC;INM00000726042;02/05/2025 13:50;02/05/2025 15:01;71;3;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;ATIVO PERFORMANCE
INM00000726308;PELOTAS;TRVAA;0,01;0,13;SGO;HFC;INM00000726308;02/05/2025 15:20;02/05/2025 16:20;60;4;1792;Sem Sinal;FONTE;PELOTAS;RS;;QUEDA DE ENERGIA  - ACIONADO GERADOR
INM00000726483;CAXIAS DO SUL;CRZAGB;0;0,03;SGO;HFC;INM00000726483;02/05/2025 16:34;02/05/2025 17:35;61;1;1995;Sem Sinal;COAXIAL;CAXIAS DO SUL;RS;;ATIVO MODULO
INM00000726911;PORTO ALEGRE - CABO;TRZAAA;0,01;0,04;SGO;HFC;INM00000726911;02/05/2025 19:24;02/05/2025 20:40;76;3;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;FUSIVEL
INM00000726911;PORTO ALEGRE - CABO;TRZAAB;0,01;0,04;SGO;HFC;INM00000726911;02/05/2025 19:24;02/05/2025 20:40;76;3;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;FUSIVEL
INM00000726911;PORTO ALEGRE - CABO;TRZAQ;0,01;0,04;SGO;HFC;INM00000726911;02/05/2025 19:24;02/05/2025 20:40;76;3;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;FUSIVEL
INM00000727279;PORTO ALEGRE - CABO;TRZAE;0,07;0,27;SGO;HFC;INM00000727279;03/05/2025 02:38;03/05/2025 09:04;386;4;5805;Sem Sinal;FONTE;PORTO ALEGRE;RS;;BANCO DE BATERIA - AUTONOMIA
INM00000727280;PORTO ALEGRE - CABO;BFMAA;0,02;0,06;SGO;HFC;INM00000727280;03/05/2025 02:51;03/05/2025 08:40;349;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CABO COAXIAL - VANDALISMO
INM00000727290;PORTO ALEGRE - CABO;BFMAE;0,36;1,33;SGO;HFC;INM00000727290;03/05/2025 03:23;03/05/2025 10:09;406;19;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00000727290;PORTO ALEGRE - CABO;BFMAF;0,36;1,33;SGO;HFC;INM00000727290;03/05/2025 03:23;03/05/2025 10:09;406;19;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00000727290;PORTO ALEGRE - CABO;BFMAG;0,36;1,33;SGO;HFC;INM00000727290;03/05/2025 03:23;03/05/2025 10:09;406;19;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00000727290;PORTO ALEGRE - CABO;BFMAH;0,36;1,33;SGO;HFC;INM00000727290;03/05/2025 03:23;03/05/2025 10:09;406;19;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00000727290;PORTO ALEGRE - CABO;BFMAI;0,36;1,33;SGO;HFC;INM00000727290;03/05/2025 03:23;03/05/2025 10:09;406;19;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00000727290;PORTO ALEGRE - CABO;FLOALA;0,36;1,33;SGO;HFC;INM00000727290;03/05/2025 03:23;03/05/2025 10:09;406;19;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00000727290;PORTO ALEGRE - CABO;RBRAFA;0,36;1,33;SGO;HFC;INM00000727290;03/05/2025 03:23;03/05/2025 10:09;406;19;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00000727316;SAPUCAIA DO SUL;CAM01A;1,64;117,75;SGO;HFC;INM00000727316;03/05/2025 04:17;03/05/2025 10:15;358;99;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00000727316;SAPUCAIA DO SUL;CAM03A;1,64;117,75;SGO;HFC;INM00000727316;03/05/2025 04:17;03/05/2025 10:15;358;99;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00000727316;SAPUCAIA DO SUL;CPC02A;1,64;117,75;SGO;HFC;INM00000727316;03/05/2025 04:17;03/05/2025 10:15;358;99;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00000727316;SAPUCAIA DO SUL;CPC03A;1,64;117,75;SGO;HFC;INM00000727316;03/05/2025 04:17;03/05/2025 10:15;358;99;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00000727316;SAPUCAIA DO SUL;DIE01A;1,64;117,75;SGO;HFC;INM00000727316;03/05/2025 04:17;03/05/2025 10:15;358;99;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00000727316;SAPUCAIA DO SUL;JDM04A;1,64;117,75;SGO;HFC;INM00000727316;03/05/2025 04:17;03/05/2025 10:15;358;99;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00000727316;SAPUCAIA DO SUL;NSP01A;1,64;117,75;SGO;HFC;INM00000727316;03/05/2025 04:17;03/05/2025 10:15;358;99;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00000727316;SAPUCAIA DO SUL;NSP02A;1,64;117,75;SGO;HFC;INM00000727316;03/05/2025 04:17;03/05/2025 10:15;358;99;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00000727316;SAPUCAIA DO SUL;PAS01A;1,64;117,75;SGO;HFC;INM00000727316;03/05/2025 04:17;03/05/2025 10:15;358;99;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00000727316;SAPUCAIA DO SUL;PAS02A;1,64;117,75;SGO;HFC;INM00000727316;03/05/2025 04:17;03/05/2025 10:15;358;99;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00000727316;SAPUCAIA DO SUL;PAS03A;1,64;117,75;SGO;HFC;INM00000727316;03/05/2025 04:17;03/05/2025 10:15;358;99;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00000727316;SAPUCAIA DO SUL;PAS04A;1,64;117,75;SGO;HFC;INM00000727316;03/05/2025 04:17;03/05/2025 10:15;358;99;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00000727316;SAPUCAIA DO SUL;SCT01A;1,64;117,75;SGO;HFC;INM00000727316;03/05/2025 04:17;03/05/2025 10:15;358;99;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00000727316;SAPUCAIA DO SUL;SIL03A;1,64;117,75;SGO;HFC;INM00000727316;03/05/2025 04:17;03/05/2025 10:15;358;99;301;Sem Sinal;FIBRA ÓPTICA;SAPUCAIA DO SUL;RS;;CABO OPTICO - VANDALISMO
INM00000727608;NOVO HAMBURGO - CABO;CNTAGA;0;0,04;SGO;HFC;INM00000727608;03/05/2025 09:17;03/05/2025 10:10;53;1;1329;Sem Sinal;FONTE;NOVO HAMBURGO;RS;;QUEDA DE ENERGIA  - ACIONADO GERADOR
INM00000727807;CANOAS;CNT11A;0,1;1,98;SGO;HFC;INM00000727807;03/05/2025 10:53;03/05/2025 15:47;294;7;1037;Sem Sinal;FIBRA ÓPTICA;CANOAS;RS;;CABO OPTICO - FIBRA OPTICA ATENUADA
INM00000727825;PORTO ALEGRE - CABO;BFMADA;0;0,02;SGO;HFC;INM00000727825;03/05/2025 11:06;03/05/2025 12:45;99;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CABO COAXIAL - VANDALISMO
INM00000727885;SAPUCAIA DO SUL;PIR03A;0;0,34;SGO;HFC;INM00000727885;03/05/2025 11:30;03/05/2025 13:13;103;1;301;Sem Sinal;COAXIAL;SAPUCAIA DO SUL;RS;;FUSIVEL
INM00000728298;PORTO ALEGRE - CABO;VIPAHA;0,01;0,05;SGO;HFC;INM00000728298;03/05/2025 15:07;03/05/2025 20:20;313;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CABO COAXIAL - CARGA ALTA
INM00000728304;PORTO ALEGRE - CABO;MTSAI;0,01;0,03;SGO;HFC;INM00000728304;03/05/2025 15:08;03/05/2025 16:29;81;2;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;FUSIVEL
INM00000728906;PORTO ALEGRE - CABO;CBXAD;0,39;1,43;SGO;HFC;INM00000728906;03/05/2025 20:35;03/05/2025 23:36;181;46;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CARGA ALTA
INM00000728906;PORTO ALEGRE - CABO;CBXAE;0,39;1,43;SGO;HFC;INM00000728906;03/05/2025 20:35;03/05/2025 23:36;181;46;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CARGA ALTA
INM00000728906;PORTO ALEGRE - CABO;CBXAF;0,39;1,43;SGO;HFC;INM00000728906;03/05/2025 20:35;03/05/2025 23:36;181;46;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CARGA ALTA
INM00000728906;PORTO ALEGRE - CABO;CBXAG;0,39;1,43;SGO;HFC;INM00000728906;03/05/2025 20:35;03/05/2025 23:36;181;46;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CARGA ALTA
INM00000728906;PORTO ALEGRE - CABO;CBXAH;0,39;1,43;SGO;HFC;INM00000728906;03/05/2025 20:35;03/05/2025 23:36;181;46;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CARGA ALTA
INM00000728906;PORTO ALEGRE - CABO;CBXAIA;0,39;1,43;SGO;HFC;INM00000728906;03/05/2025 20:35;03/05/2025 23:36;181;46;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CARGA ALTA
INM00000728906;PORTO ALEGRE - CABO;CBXAJA;0,39;1,43;SGO;HFC;INM00000728906;03/05/2025 20:35;03/05/2025 23:36;181;46;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CARGA ALTA
INM00000728906;PORTO ALEGRE - CABO;CNTACA;0,39;1,43;SGO;HFC;INM00000728906;03/05/2025 20:35;03/05/2025 23:36;181;46;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CARGA ALTA
INM00000728906;PORTO ALEGRE - CABO;CNTACB;0,39;1,43;SGO;HFC;INM00000728906;03/05/2025 20:35;03/05/2025 23:36;181;46;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CARGA ALTA
INM00000729033;NOVO HAMBURGO - CABO;IDLAB;0;0,04;SGO;HFC;INM00000729033;03/05/2025 22:31;03/05/2025 23:30;59;1;1329;Sem Sinal;COAXIAL;NOVO HAMBURGO;RS;;FUSIVEL
INM00000729068;PORTO ALEGRE - CABO;AZNADA;0,13;0,49;SGO;HFC;INM00000729068;03/05/2025 22:54;04/05/2025 08:18;564;5;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00000729068;PORTO ALEGRE - CABO;AZNAGA;0,13;0,49;SGO;HFC;INM00000729068;03/05/2025 22:54;04/05/2025 08:18;564;5;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00000729068;PORTO ALEGRE - CABO;AZNAGB;0,13;0,49;SGO;HFC;INM00000729068;03/05/2025 22:54;04/05/2025 08:18;564;5;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00000729068;PORTO ALEGRE - CABO;AZNAHA;0,13;0,49;SGO;HFC;INM00000729068;03/05/2025 22:54;04/05/2025 08:18;564;5;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00000729068;PORTO ALEGRE - CABO;AZNAHB;0,13;0,49;SGO;HFC;INM00000729068;03/05/2025 22:54;04/05/2025 08:18;564;5;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00000729111;PORTO ALEGRE - CABO;GPONA03;1,89;7,02;SGO;HFC;INM00000729111;04/05/2025 00:02;04/05/2025 11:10;668;61;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CABO BANDOLADO
INM00000729111;PORTO ALEGRE - CABO;MNDAAA;1,89;7,02;SGO;HFC;INM00000729111;04/05/2025 00:02;04/05/2025 11:10;668;61;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CABO BANDOLADO
INM00000729111;PORTO ALEGRE - CABO;MNDAC;1,89;7,02;SGO;HFC;INM00000729111;04/05/2025 00:02;04/05/2025 11:10;668;61;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CABO BANDOLADO
INM00000729111;PORTO ALEGRE - CABO;MNDAD;1,89;7,02;SGO;HFC;INM00000729111;04/05/2025 00:02;04/05/2025 11:10;668;61;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CABO BANDOLADO
INM00000729111;PORTO ALEGRE - CABO;MNDAE;1,89;7,02;SGO;HFC;INM00000729111;04/05/2025 00:02;04/05/2025 11:10;668;61;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CABO BANDOLADO
INM00000729111;PORTO ALEGRE - CABO;MNDAGA;1,89;7,02;SGO;HFC;INM00000729111;04/05/2025 00:02;04/05/2025 11:10;668;61;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CABO BANDOLADO
INM00000729111;PORTO ALEGRE - CABO;MNDAGB;1,89;7,02;SGO;HFC;INM00000729111;04/05/2025 00:02;04/05/2025 11:10;668;61;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CABO BANDOLADO
INM00000729111;PORTO ALEGRE - CABO;MNDAGC;1,89;7,02;SGO;HFC;INM00000729111;04/05/2025 00:02;04/05/2025 11:10;668;61;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CABO BANDOLADO
INM00000729111;PORTO ALEGRE - CABO;MNDAH;1,89;7,02;SGO;HFC;INM00000729111;04/05/2025 00:02;04/05/2025 11:10;668;61;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CABO BANDOLADO
INM00000729111;PORTO ALEGRE - CABO;MNDAI;1,89;7,02;SGO;HFC;INM00000729111;04/05/2025 00:02;04/05/2025 11:10;668;61;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CABO BANDOLADO
INM00000729111;PORTO ALEGRE - CABO;MNDAJ;1,89;7,02;SGO;HFC;INM00000729111;04/05/2025 00:02;04/05/2025 11:10;668;61;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CABO BANDOLADO
INM00000729111;PORTO ALEGRE - CABO;MNDAK;1,89;7,02;SGO;HFC;INM00000729111;04/05/2025 00:02;04/05/2025 11:10;668;61;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CABO BANDOLADO
INM00000729111;PORTO ALEGRE - CABO;MNDAL;1,89;7,02;SGO;HFC;INM00000729111;04/05/2025 00:02;04/05/2025 11:10;668;61;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - CABO BANDOLADO
