Incidente;Cidade;NODE;ME3 Participação Cons;ME3 Evento Cidade;Sistema;Rede Rev.;Incidente.1;Data Inicio;Data Fechamento;Soma de PeriodoNovo;Soma de Ativos Afetados Rev.;Soma de Ativos Cidade;Sintoma;Parte Rede;Cidade.1;UF;Vol Ligações;Solução Rev.
INM00000939726;PORTO ALEGRE - CABO;NAVACA;0,04;0,15;SGO;HFC;INM00000939726;22/07/2025 15:57;22/07/2025 19:41;224;4;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CABO COAXIAL - CABO QUEIMADO
INM00000939726;PORTO ALEGRE - CABO;NAVACD;0,04;0,15;SGO;HFC;INM00000939726;22/07/2025 15:57;22/07/2025 19:41;224;4;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CABO COAXIAL - CABO QUEIMADO
INM00000939808;PORTO ALEGRE - CABO;PRTAA;0;0,01;SGO;HFC;INM00000939808;22/07/2025 16:20;22/07/2025 17:20;59;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;ATIVO QUEIMADO
INM00000939808;PORTO ALEGRE - CABO;PRTAD;0;0,01;SGO;HFC;INM00000939808;22/07/2025 16:20;22/07/2025 17:20;59;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;ATIVO QUEIMADO
INM00000939934;SANTA MARIA;TMZAC;0,11;2,04;SGO;HFC;INM00000939934;22/07/2025 16:56;22/07/2025 21:20;264;9;1162;Sem Sinal;FIBRA ÓPTICA;SANTA MARIA;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000940087;BENTO GONCALVES;UNIAB;0;0,13;SGO;HFC;INM00000940087;22/07/2025 17:43;22/07/2025 18:43;60;1;448;Sem Sinal;COAXIAL;BENTO GONCALVES;RS;;ATIVO QUEIMADO
INM00000940163;NOVO HAMBURGO - CABO;CNUAH;0;0,02;SGO;HFC;INM00000940163;22/07/2025 18:10;22/07/2025 18:30;20;1;1329;Sem Sinal;COAXIAL;NOVO HAMBURGO;RS;;PASSIVO DANIFICADO
INM00000940269;NOVO HAMBURGO - CABO;CNUAB;0;0,01;SGO;HFC;INM00000940269;22/07/2025 18:52;22/07/2025 19:07;15;1;1329;Sem Sinal;COAXIAL;NOVO HAMBURGO;RS;;CONEXAO DANIFICADA
INM00000940281;NOVO HAMBURGO - CABO;RNDABA;0,06;0,95;SGO;HFC;INM00000940281;22/07/2025 18:57;22/07/2025 20:08;70;18;1329;Sem Sinal;COAXIAL;NOVO HAMBURGO;RS;;FUSIVEL
INM00000940462;PORTO ALEGRE - CABO;NAVAB;0;0,01;SGO;HFC;INM00000940462;22/07/2025 20:23;22/07/2025 21:46;83;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CABO COAXIAL - CARGA ALTA
INM00000940462;PORTO ALEGRE - CABO;NAVAI;0;0,01;SGO;HFC;INM00000940462;22/07/2025 20:23;22/07/2025 21:46;83;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CABO COAXIAL - CARGA ALTA
INM00000941138;PORTO ALEGRE - CABO;CBXAB;0,4;1,48;SGO;HFC;INM00000941138;23/07/2025 06:13;23/07/2025 09:25;191;45;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00000941138;PORTO ALEGRE - CABO;CBXAD;0,4;1,48;SGO;HFC;INM00000941138;23/07/2025 06:13;23/07/2025 09:25;191;45;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00000941138;PORTO ALEGRE - CABO;CBXAE;0,4;1,48;SGO;HFC;INM00000941138;23/07/2025 06:13;23/07/2025 09:25;191;45;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00000941138;PORTO ALEGRE - CABO;CBXAF;0,4;1,48;SGO;HFC;INM00000941138;23/07/2025 06:13;23/07/2025 09:25;191;45;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00000941138;PORTO ALEGRE - CABO;CBXAG;0,4;1,48;SGO;HFC;INM00000941138;23/07/2025 06:13;23/07/2025 09:25;191;45;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00000941138;PORTO ALEGRE - CABO;CBXAH;0,4;1,48;SGO;HFC;INM00000941138;23/07/2025 06:13;23/07/2025 09:25;191;45;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00000941138;PORTO ALEGRE - CABO;CBXAIA;0,4;1,48;SGO;HFC;INM00000941138;23/07/2025 06:13;23/07/2025 09:25;191;45;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00000941138;PORTO ALEGRE - CABO;CBXAJA;0,4;1,48;SGO;HFC;INM00000941138;23/07/2025 06:13;23/07/2025 09:25;191;45;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00000941138;PORTO ALEGRE - CABO;CBXAJB;0,4;1,48;SGO;HFC;INM00000941138;23/07/2025 06:13;23/07/2025 09:25;191;45;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - VANDALISMO
INM00000941250;NOVO HAMBURGO - CABO;IDLAA;0;0,06;SGO;HFC;INM00000941250;23/07/2025 08:07;23/07/2025 09:33;86;1;1329;Sem Sinal;COAXIAL;NOVO HAMBURGO;RS;;PASSIVO FORA DO PROJETO
INM00000941313;PORTO ALEGRE - CABO;FLOAA;0;0,01;SGO;HFC;INM00000941313;23/07/2025 08:40;23/07/2025 09:50;70;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CABO COAXIAL - VANDALISMO
INM00000941472;SAO LEOPOLDO - CABO;CAM01A;0,02;0,81;SGO;HFC;INM00000941472;23/07/2025 09:33;23/07/2025 10:48;75;6;553;Sem Sinal;COAXIAL;SAO LEOPOLDO;RS;;ATIVO PERFORMANCE
INM00000941686;PASSO FUNDO;XA;0;0,08;SGO;HFC;INM00000941686;23/07/2025 10:22;23/07/2025 11:35;73;1;904;Sem Sinal;COAXIAL;PASSO FUNDO;RS;;CONEXAO DANIFICADA
INM00000941701;SANTA MARIA;CNTAY;0,01;0,1;SGO;HFC;INM00000941701;23/07/2025 10:26;23/07/2025 10:39;13;9;1162;Sem Sinal;COAXIAL;SANTA MARIA;RS;;CONEXAO DANIFICADA
INM00000941808;SAO LEOPOLDO - CABO;CAM02A;0,03;1,22;SGO;HFC;INM00000941808;23/07/2025 10:53;23/07/2025 11:45;52;13;553;Sem Sinal;COAXIAL;SAO LEOPOLDO;RS;;PASSIVO COM AGUA
INM00000941908;SANTA MARIA;CNTAJ;0;0,06;SGO;HFC;INM00000941908;23/07/2025 11:22;23/07/2025 12:34;72;1;1162;Sem Sinal;COAXIAL;SANTA MARIA;RS;;CONEXAO DANIFICADA
INM00000941919;PORTO ALEGRE - CABO;AGRAB;0;0,01;SGO;HFC;INM00000941919;23/07/2025 11:25;23/07/2025 12:34;69;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;FUSIVEL
INM00000942050;SAO LEOPOLDO - CABO;CNT24A;0;0,09;SGO;HFC;INM00000942050;23/07/2025 12:11;23/07/2025 13:00;49;1;553;Sem Sinal;COAXIAL;SAO LEOPOLDO;RS;;TRANSCEPTOR OPTICO - PERFORMANCE
INM00000942079;CRUZ ALTA;GBDAB;0,1;6,29;SGO;HFC;INM00000942079;23/07/2025 12:17;23/07/2025 17:15;297;7;331;Sem Sinal;FIBRA ÓPTICA;CRUZ ALTA;RS;;CABO DE SERVICO DANIFICADO
INM00000942085;PORTO ALEGRE - CABO;RBRAQA;0,01;0,03;SGO;HFC;INM00000942085;23/07/2025 12:18;23/07/2025 15:22;183;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CONEXAO DANIFICADA
INM00000942085;PORTO ALEGRE - CABO;RBRAS;0,01;0,03;SGO;HFC;INM00000942085;23/07/2025 12:18;23/07/2025 15:22;183;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CONEXAO DANIFICADA
INM00000942157;SAO LEOPOLDO - CABO;CNT01A;0,02;0,77;SGO;HFC;INM00000942157;23/07/2025 12:48;23/07/2025 14:34;106;4;553;Sem Sinal;COAXIAL;SAO LEOPOLDO;RS;;ATIVO PERFORMANCE
INM00000942394;PORTO ALEGRE - CABO;NNIAEA;0;0;SGO;HFC;INM00000942394;23/07/2025 13:56;23/07/2025 14:45;49;0;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;PASSIVO FORA DO PROJETO
INM00000942547;PASSO FUNDO;CENAZ;0;0,01;SGO;HFC;INM00000942547;23/07/2025 14:44;23/07/2025 14:54;10;1;904;Sem Sinal;COAXIAL;PASSO FUNDO;RS;;PASSIVO COM AGUA
INM00000942557;SANTA CRUZ DO SUL;CNTAK;0,02;0,56;SGO;HFC;INM00000942557;23/07/2025 14:47;23/07/2025 15:47;60;6;647;Sem Sinal;COAXIAL;SANTA CRUZ DO SUL;RS;;PASSIVO DANIFICADO
INM00000942633;PORTO ALEGRE - CABO;AZNAD;0,36;1,32;SGO;HFC;INM00000942633;23/07/2025 15:03;23/07/2025 18:37;213;36;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000942633;PORTO ALEGRE - CABO;PRTAA;0,36;1,32;SGO;HFC;INM00000942633;23/07/2025 15:03;23/07/2025 18:37;213;36;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000942633;PORTO ALEGRE - CABO;SANAG;0,36;1,32;SGO;HFC;INM00000942633;23/07/2025 15:03;23/07/2025 18:37;213;36;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000942633;PORTO ALEGRE - CABO;SANAK;0,36;1,32;SGO;HFC;INM00000942633;23/07/2025 15:03;23/07/2025 18:37;213;36;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000942693;SAO LEOPOLDO - CABO;CNT18A;0;0,07;SGO;HFC;INM00000942693;23/07/2025 15:16;23/07/2025 15:35;19;2;553;Sem Sinal;COAXIAL;SAO LEOPOLDO;RS;;CONEXAO DANIFICADA
INM00000942717;PORTO ALEGRE - CABO;PETAB;0,04;0,13;SGO;HFC;INM00000942717;23/07/2025 15:18;23/07/2025 17:51;152;5;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;TRANSCEPTOR OPTICO - QUEIMADO
INM00000942717;PORTO ALEGRE - CABO;PETAC;0,04;0,13;SGO;HFC;INM00000942717;23/07/2025 15:18;23/07/2025 17:51;152;5;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;TRANSCEPTOR OPTICO - QUEIMADO
INM00000942717;PORTO ALEGRE - CABO;PETAF;0,04;0,13;SGO;HFC;INM00000942717;23/07/2025 15:18;23/07/2025 17:51;152;5;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;TRANSCEPTOR OPTICO - QUEIMADO
INM00000942717;PORTO ALEGRE - CABO;PETAH;0,04;0,13;SGO;HFC;INM00000942717;23/07/2025 15:18;23/07/2025 17:51;152;5;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;TRANSCEPTOR OPTICO - QUEIMADO
INM00000942724;PORTO ALEGRE - CABO;PETAC;0;0,02;SGO;HFC;INM00000942724;23/07/2025 15:19;23/07/2025 16:49;90;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;TRANSCEPTOR OPTICO - QUEIMADO
INM00000942729;CACHOEIRINHA;VCH01A;0;0;SGO;HFC;INM00000942729;23/07/2025 15:19;23/07/2025 19:15;236;0;200;Sem Sinal;COAXIAL;CACHOEIRINHA;RS;;CONEXAO DANIFICADA
INM00000942795;BAGE;HDCBA;0;0,14;SGO;HFC;INM00000942795;23/07/2025 15:41;23/07/2025 17:02;81;1;557;Sem Sinal;COAXIAL;BAGE;RS;;FUSIVEL
INM00000942853;SANTA MARIA;JKBAF;0;0,04;SGO;HFC;INM00000942853;23/07/2025 15:59;23/07/2025 16:48;49;1;1162;Sem Sinal;COAXIAL;SANTA MARIA;RS;;CONEXAO DANIFICADA
INM00000942934;SAO LEOPOLDO - CABO;CNT06A;0;0,07;SGO;HFC;INM00000942934;23/07/2025 16:24;23/07/2025 17:00;36;1;553;Sem Sinal;COAXIAL;SAO LEOPOLDO;RS;;CONEXAO DANIFICADA
INM00000942961;PELOTAS;AREABA;0,03;0,31;SGO;HFC;INM00000942961;23/07/2025 16:25;23/07/2025 16:52;27;21;1792;Sem Sinal;FONTE;PELOTAS;RS;;ENERGIA - DISJUNTOR
INM00000943054;PORTO ALEGRE - CABO;FLOACB;0,19;0,71;SGO;HFC;INM00000943054;23/07/2025 16:47;23/07/2025 21:23;276;15;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000943054;PORTO ALEGRE - CABO;FLOAHA;0,19;0,71;SGO;HFC;INM00000943054;23/07/2025 16:47;23/07/2025 21:23;276;15;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000943054;PORTO ALEGRE - CABO;FLOAHB;0,19;0,71;SGO;HFC;INM00000943054;23/07/2025 16:47;23/07/2025 21:23;276;15;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000943054;PORTO ALEGRE - CABO;FLOAI;0,19;0,71;SGO;HFC;INM00000943054;23/07/2025 16:47;23/07/2025 21:23;276;15;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000943054;PORTO ALEGRE - CABO;SJOADB;0,19;0,71;SGO;HFC;INM00000943054;23/07/2025 16:47;23/07/2025 21:23;276;15;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000943155;SAO LEOPOLDO - CABO;CNT24A;0;0,18;SGO;HFC;INM00000943155;23/07/2025 17:10;23/07/2025 18:00;50;2;553;Sem Sinal;COAXIAL;SAO LEOPOLDO;RS;;FUSIVEL
INM00000943182;NOVO HAMBURGO - CABO;RNDAE;0,02;0,28;SGO;HFC;INM00000943182;23/07/2025 17:17;23/07/2025 17:40;23;16;1329;Sem Sinal;COAXIAL;NOVO HAMBURGO;RS;;ATIVO QUEIMADO
INM00000943385;NOVO HAMBURGO - CABO;RNDAF;0,06;0,92;SGO;HFC;INM00000943385;23/07/2025 18:19;23/07/2025 19:10;51;24;1329;Sem Sinal;COAXIAL;NOVO HAMBURGO;RS;;CONEXAO DANIFICADA
INM00000943463;RIO GRANDE;CDNAD;0,04;0,98;SGO;HFC;INM00000943463;23/07/2025 19:01;23/07/2025 20:00;59;15;905;Sem Sinal;COAXIAL;RIO GRANDE;RS;;CONEXAO DANIFICADA
INM00000943487;SAO LEOPOLDO - CABO;SDU02A;0;0,15;SGO;HFC;INM00000943487;23/07/2025 19:13;23/07/2025 19:31;17;5;553;Sem Sinal;COAXIAL;SAO LEOPOLDO;RS;;FUSIVEL
INM00000943517;RIO GRANDE;CNTAHA;0,03;0,83;SGO;HFC;INM00000943517;23/07/2025 19:31;23/07/2025 20:39;68;11;905;Sem Sinal;COAXIAL;RIO GRANDE;RS;;CONEXAO DANIFICADA
INM00000943519;SAPIRANGA;SGA03A;0,15;22,42;SGO;HFC;INM00000943519;23/07/2025 19:31;23/07/2025 22:27;176;18;141;Sem Sinal;FIBRA ÓPTICA;SAPIRANGA;RS;;CABO OPTICO - VANDALISMO
INM00000943519;SAPIRANGA;SGA14A;0,15;22,42;SGO;HFC;INM00000943519;23/07/2025 19:31;23/07/2025 22:27;176;18;141;Sem Sinal;FIBRA ÓPTICA;SAPIRANGA;RS;;CABO OPTICO - VANDALISMO
INM00000943617;SANTA CRUZ DO SUL;CNTAC;0,03;1,02;SGO;HFC;INM00000943617;23/07/2025 20:18;23/07/2025 21:18;60;11;647;Sem Sinal;COAXIAL;SANTA CRUZ DO SUL;RS;;ATIVO COM AGUA
INM00000943715;SANTA MARIA;CNTBG;0,01;0,12;SGO;HFC;INM00000943715;23/07/2025 21:06;23/07/2025 21:34;28;5;1162;Sem Sinal;COAXIAL;SANTA MARIA;RS;;PASSIVO DANIFICADO
INM00000943826;PORTO ALEGRE - CABO;SJOADB;0;0,01;SGO;HFC;INM00000943826;23/07/2025 22:13;23/07/2025 23:13;59;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CONEXAO DANIFICADA
INM00000943828;PORTO ALEGRE - CABO;FLOACB;0,13;0,49;SGO;HFC;INM00000943828;23/07/2025 22:14;24/07/2025 04:10;356;8;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000943828;PORTO ALEGRE - CABO;FLOAHA;0,13;0,49;SGO;HFC;INM00000943828;23/07/2025 22:14;24/07/2025 04:10;356;8;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000943828;PORTO ALEGRE - CABO;FLOAHC;0,13;0,49;SGO;HFC;INM00000943828;23/07/2025 22:14;24/07/2025 04:10;356;8;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000943828;PORTO ALEGRE - CABO;FLOAI;0,13;0,49;SGO;HFC;INM00000943828;23/07/2025 22:14;24/07/2025 04:10;356;8;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000943928;PORTO ALEGRE - CABO;BLVAB;0,4;1,49;SGO;HFC;INM00000943928;24/07/2025 00:17;24/07/2025 10:35;618;14;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CAIXA DE EMENDA - DANIFICADA
INM00000944277;SANTA CRUZ DO SUL;CNTAK;0,01;0,24;SGO;HFC;INM00000944277;24/07/2025 06:50;24/07/2025 09:25;154;1;647;Sem Sinal;COAXIAL;SANTA CRUZ DO SUL;RS;;ATIVO PERFORMANCE
INM00000944328;PORTO ALEGRE - CABO;SRDAD;0,01;0,03;SGO;HFC;INM00000944328;24/07/2025 07:19;24/07/2025 09:56;156;1;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CABO COAXIAL - VANDALISMO
INM00000944405;CANOAS;MRD14A;0,01;0,1;SGO;HFC;INM00000944405;24/07/2025 08:03;24/07/2025 09:51;108;1;1037;Sem Sinal;COAXIAL;CANOAS;RS;;CABO COAXIAL - VANDALISMO
INM00000944537;SAO LEOPOLDO - CABO;CNT02A;0,02;0,66;SGO;HFC;INM00000944537;24/07/2025 08:56;24/07/2025 10:57;121;3;553;Sem Sinal;COAXIAL;SAO LEOPOLDO;RS;;ATIVO PERFORMANCE
INM00000944572;RIO GRANDE;TRVABB;0,02;0,55;SGO;HFC;INM00000944572;24/07/2025 09:07;24/07/2025 09:58;50;10;905;Sem Sinal;COAXIAL;RIO GRANDE;RS;;FUSIVEL
INM00000944572;RIO GRANDE;TRVACC;0,02;0,55;SGO;HFC;INM00000944572;24/07/2025 09:07;24/07/2025 09:58;50;10;905;Sem Sinal;COAXIAL;RIO GRANDE;RS;;FUSIVEL
INM00000944809;CRUZ ALTA;FCOAA;0;0,08;SGO;HFC;INM00000944809;24/07/2025 10:09;24/07/2025 10:35;26;1;331;Sem Sinal;COAXIAL;CRUZ ALTA;RS;;PASSIVO COM AGUA
INM00000944862;RIO GRANDE;JUNABA;0;0,04;SGO;HFC;INM00000944862;24/07/2025 10:22;24/07/2025 11:02;40;1;905;Sem Sinal;COAXIAL;RIO GRANDE;RS;;CONEXAO DANIFICADA
INM00000944932;ESTEIO;EIO10A;0,01;0,45;SGO;HFC;INM00000944932;24/07/2025 10:44;24/07/2025 11:30;46;3;309;Sem Sinal;COAXIAL;ESTEIO;RS;;TRANSCEPTOR OPTICO - PERFORMANCE
INM00000944993;PORTO ALEGRE - CABO;NAVAB;0,03;0,1;SGO;HFC;INM00000944993;24/07/2025 10:59;24/07/2025 12:05;65;9;5805;Sem Sinal;FONTE;PORTO ALEGRE;RS;;QUEDA DE ENERGIA  - ACIONADO GERADOR
INM00000945072;PORTO ALEGRE - CABO;PETAG;0,01;0,04;SGO;HFC;INM00000945072;24/07/2025 11:21;24/07/2025 12:14;52;4;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;FUSIVEL
INM00000945129;SANTA MARIA;CMBAF;0;0,02;SGO;HFC;INM00000945129;24/07/2025 11:43;24/07/2025 12:06;23;1;1162;Sem Sinal;COAXIAL;SANTA MARIA;RS;;CONEXAO DANIFICADA
INM00000945373;CANOAS;SJO11A;0,01;0,28;SGO;HFC;INM00000945373;24/07/2025 13:02;24/07/2025 14:16;73;4;1037;Sem Sinal;FONTE;CANOAS;RS;;QUEDA DE ENERGIA - RESTABELECIDO PELA CONCESSIONARIA
INM00000945394;BENTO GONCALVES;CENAFB;0,01;0,67;SGO;HFC;INM00000945394;24/07/2025 13:12;24/07/2025 18:13;301;1;448;Sem Sinal;COAXIAL;BENTO GONCALVES;RS;;PASSIVO DANIFICADO
INM00000945467;PORTO ALEGRE - CABO;HPCABA;0,15;0,55;SGO;HFC;INM00000945467;24/07/2025 13:39;24/07/2025 22:30;531;6;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CABO OPTICO - PODA DE ARVORE
INM00000945453;CRUZ ALTA;CNTAB;0,02;1,5;SGO;HFC;INM00000945453;24/07/2025 13:40;24/07/2025 14:42;62;8;331;Sem Sinal;COAXIAL;CRUZ ALTA;RS;;PASSIVO COM AGUA
INM00000945502;SANTA MARIA;JKBAB;0,02;0,3;SGO;HFC;INM00000945502;24/07/2025 13:53;24/07/2025 14:08;15;23;1162;Sem Sinal;COAXIAL;SANTA MARIA;RS;;PASSIVO DANIFICADO
INM00000945517;RIO GRANDE;CNTAF;0;0,08;SGO;HFC;INM00000945517;24/07/2025 13:56;24/07/2025 15:12;75;1;905;Sem Sinal;COAXIAL;RIO GRANDE;RS;;PASSIVO DANIFICADO
INM00000945609;CRUZ ALTA;RCHAA;0,04;2,44;SGO;HFC;INM00000945609;24/07/2025 14:28;24/07/2025 15:30;62;13;331;Sem Sinal;COAXIAL;CRUZ ALTA;RS;;ATIVO PERFORMANCE
INM00000945638;NOVO HAMBURGO - CABO;IDLAE;0,01;0,08;SGO;HFC;INM00000945638;24/07/2025 14:40;24/07/2025 15:17;37;3;1329;Sem Sinal;COAXIAL;NOVO HAMBURGO;RS;;CONEXAO DANIFICADA
INM00000945638;NOVO HAMBURGO - CABO;IDLAI;0,01;0,08;SGO;HFC;INM00000945638;24/07/2025 14:40;24/07/2025 15:17;37;3;1329;Sem Sinal;COAXIAL;NOVO HAMBURGO;RS;;CONEXAO DANIFICADA
INM00000945770;RIO GRANDE;TRVAAA;0;0,1;SGO;HFC;INM00000945770;24/07/2025 15:15;24/07/2025 16:00;45;2;905;Sem Sinal;COAXIAL;RIO GRANDE;RS;;PASSIVO COM AGUA
INM00000945838;SANTA MARIA;TMZAB;0,01;0,24;SGO;HFC;INM00000945838;24/07/2025 15:29;24/07/2025 16:40;71;4;1162;Sem Sinal;COAXIAL;SANTA MARIA;RS;;TRANSCEPTOR OPTICO - DANIFICADO
INM00000945879;NOVO HAMBURGO - CABO;BOSAA;0;0,04;SGO;HFC;INM00000945879;24/07/2025 15:41;24/07/2025 16:30;49;1;1329;Sem Sinal;COAXIAL;NOVO HAMBURGO;RS;;PASSIVO DANIFICADO
INM00000945956;NOVO HAMBURGO - CABO;IDLAB;0;0,02;SGO;HFC;INM00000945956;24/07/2025 15:58;24/07/2025 16:27;29;1;1329;Sem Sinal;COAXIAL;NOVO HAMBURGO;RS;;ATIVO MODULO
INM00000946115;PORTO ALEGRE - CABO;PETAR;0,02;0,09;SGO;HFC;INM00000946115;24/07/2025 16:38;24/07/2025 17:08;30;17;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;FUSIVEL
INM00000946139;PORTO ALEGRE - CABO;IPMAK;0,1;0,37;SGO;HFC;INM00000946139;24/07/2025 16:44;25/07/2025 10:31;1067;2;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CAIXA DE EMENDA - VANDALISMO
INM00000946139;PORTO ALEGRE - CABO;IPMAL;0,1;0,37;SGO;HFC;INM00000946139;24/07/2025 16:44;25/07/2025 10:31;1067;2;5805;Sem Sinal;FIBRA ÓPTICA;PORTO ALEGRE;RS;;CAIXA DE EMENDA - VANDALISMO
INM00000946144;NOVO HAMBURGO - CABO;BOSAB;0;0,02;SGO;HFC;INM00000946144;24/07/2025 16:49;24/07/2025 17:21;32;1;1329;Sem Sinal;COAXIAL;NOVO HAMBURGO;RS;;CONEXAO DANIFICADA
INM00000946187;SANTA MARIA;TMZAF;0,04;0,75;SGO;HFC;INM00000946187;24/07/2025 16:57;24/07/2025 17:55;58;15;1162;Sem Sinal;COAXIAL;SANTA MARIA;RS;;CONEXAO DANIFICADA
INM00000946308;NOVO HAMBURGO - CABO;BOSAC;0;0,04;SGO;HFC;INM00000946308;24/07/2025 17:31;24/07/2025 18:22;51;1;1329;Sem Sinal;COAXIAL;NOVO HAMBURGO;RS;;ATIVO PERFORMANCE
INM00000946315;SAO LEOPOLDO - CABO;RBR03A;0;0,11;SGO;HFC;INM00000946315;24/07/2025 17:35;24/07/2025 18:38;63;1;553;Sem Sinal;COAXIAL;SAO LEOPOLDO;RS;;FUSIVEL
INM00000946314;CRUZ ALTA;GBDAE;0;0,21;SGO;HFC;INM00000946314;24/07/2025 17:38;24/07/2025 18:48;70;1;331;Sem Sinal;COAXIAL;CRUZ ALTA;RS;;PASSIVO COM AGUA
INM00000946339;CANOAS;SJO07A;0,01;0,24;SGO;HFC;INM00000946339;24/07/2025 17:43;24/07/2025 18:32;49;5;1037;Sem Sinal;COAXIAL;CANOAS;RS;;PASSIVO COM AGUA
INM00000946399;PORTO ALEGRE - CABO;BVSAHB;0,27;1,02;SGO;HFC;INM00000946399;24/07/2025 18:07;24/07/2025 22:49;281;21;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CABO COAXIAL - CARGA ALTA
INM00000946399;PORTO ALEGRE - CABO;BVSAIA;0,27;1,02;SGO;HFC;INM00000946399;24/07/2025 18:07;24/07/2025 22:49;281;21;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CABO COAXIAL - CARGA ALTA
INM00000946399;PORTO ALEGRE - CABO;BVSAK;0,27;1,02;SGO;HFC;INM00000946399;24/07/2025 18:07;24/07/2025 22:49;281;21;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CABO COAXIAL - CARGA ALTA
INM00000946399;PORTO ALEGRE - CABO;MTSAOA;0,27;1,02;SGO;HFC;INM00000946399;24/07/2025 18:07;24/07/2025 22:49;281;21;5805;Sem Sinal;COAXIAL;PORTO ALEGRE;RS;;CABO COAXIAL - CARGA ALTA
